age,gender,height,weight,bmi,activity_level,goal,exercise_frequency,target_calories
68,female,164.2,43.3,16.06,light,lose,1,1200
37,male,171.5,73.1,24.85,active,maintain,6,3030
27,male,169.8,53.0,18.38,light,maintain,2,2115
62,female,168.2,65.9,23.29,light,maintain,1,1777
42,male,185.4,91.9,26.74,sedentary,gain,1,2656
56,female,152.7,59.7,25.6,light,gain,3,1990
32,male,179.8,70.6,21.84,sedentary,lose,0,1515
59,male,167.5,77.9,27.77,sedentary,lose,0,1434
42,female,158.8,53.5,21.22,light,lose,2,1296
29,female,166.8,71.6,25.73,active,maintain,4,2691
61,female,161.9,47.0,17.93,light,build_muscle,1,1663
61,female,171.3,50.8,17.31,very_active,maintain,5,2300
45,female,162.5,78.6,29.77,moderate,build_muscle,4,2523
52,female,162.8,68.3,25.77,sedentary,maintain,1,1567
27,male,195.4,77.4,20.27,moderate,lose,5,2638
45,female,152.6,71.5,30.7,sedentary,maintain,1,1583
56,male,173.6,66.9,22.2,light,lose,1,1597
44,female,161.8,72.7,27.77,moderate,maintain,4,2247
52,male,175.6,66.2,21.47,sedentary,lose,0,1330
40,female,157.5,79.5,32.05,sedentary,build_muscle,1,1978
22,male,175.0,79.2,25.86,moderate,gain,3,3143
39,male,191.1,95.4,26.12,light,lose,3,2322
64,female,154.7,44.3,18.51,active,maintain,4,1755
57,female,154.2,42.0,17.66,sedentary,gain,1,1504
31,female,163.5,51.2,19.15,moderate,gain,4,2367
29,female,163.0,59.2,22.28,light,lose,2,1389
35,male,174.8,93.5,30.6,very_active,lose,5,3263
22,male,188.4,59.9,16.88,moderate,maintain,4,2694
52,female,150.6,79.3,34.96,sedentary,lose,1,1200
31,female,159.4,56.4,22.2,light,maintain,3,1812
58,male,152.9,79.2,33.88,sedentary,gain,1,2121
61,female,174.0,56.7,18.73,moderate,maintain,5,2021
44,female,164.5,62.9,23.24,very_active,maintain,6,2669
42,male,175.5,56.2,18.25,sedentary,lose,0,1252
29,female,170.9,48.9,16.74,very_active,build_muscle,7,2823
56,female,169.3,59.6,20.79,moderate,gain,5,2464
50,female,156.2,60.6,24.84,active,maintain,5,2177
29,male,193.7,75.1,20.02,active,gain,6,3704
61,male,182.6,69.0,20.69,moderate,build_muscle,4,2767
26,male,177.8,64.1,20.28,sedentary,maintain,1,1961
38,male,172.3,71.0,23.92,moderate,gain,4,3020
53,female,164.4,55.8,20.65,active,maintain,6,2209
29,male,163.6,79.6,29.74,sedentary,lose,0,1583
47,female,160.1,63.5,24.77,very_active,gain,6,2963
56,male,184.5,53.6,15.75,active,lose,6,2203
61,male,175.8,64.4,20.84,very_active,build_muscle,5,3103
34,female,169.5,53.9,18.76,moderate,maintain,5,2131
36,male,167.6,85.2,30.33,moderate,lose,4,2302
45,female,163.8,58.0,21.62,active,gain,6,2661
41,male,172.1,65.9,22.25,active,gain,4,3154
24,female,157.8,77.8,31.24,light,gain,1,2426
39,female,156.6,67.0,27.32,moderate,maintain,3,2056
51,male,174.6,84.9,27.85,light,lose,2,1925
48,female,173.4,59.2,19.69,sedentary,build_muscle,0,1729
56,male,173.9,88.4,29.23,moderate,lose,3,2266
34,male,173.7,65.8,21.81,active,maintain,5,2930
40,male,169.4,62.4,21.74,light,maintain,2,2142
51,male,169.1,61.1,21.37,light,gain,1,2339
32,female,161.2,70.3,27.05,light,gain,1,2276
54,female,157.7,83.4,33.54,active,build_muscle,6,2816
65,male,179.5,94.4,29.3,light,lose,2,1993
21,male,175.7,61.1,19.79,sedentary,gain,0,2295
32,male,172.7,62.7,21.02,sedentary,maintain,1,1916
26,male,178.8,71.4,22.33,sedentary,maintain,1,2081
24,female,151.1,58.6,25.67,light,maintain,1,1715
30,female,164.0,74.9,27.85,moderate,lose,3,1950
25,female,161.6,51.3,19.64,moderate,maintain,5,2063
34,male,170.2,76.5,26.41,light,lose,3,1895
50,female,160.9,78.5,30.32,light,maintain,2,1960
58,female,171.9,42.0,14.21,active,maintain,5,2010
49,female,164.3,66.5,24.63,light,lose,2,1359
30,male,186.2,80.0,23.07,sedentary,maintain,1,2159
24,female,156.6,42.0,17.13,sedentary,gain,1,1759
28,male,187.4,70.1,19.96,very_active,build_muscle,7,3783
67,female,162.3,55.2,20.96,light,build_muscle,2,1771
65,female,167.3,59.2,21.15,moderate,gain,3,2268
21,female,169.4,61.0,21.26,active,build_muscle,5,2899
60,male,177.5,73.7,23.39,light,lose,2,1725
53,female,158.7,60.3,23.94,sedentary,maintain,1,1458
64,female,166.2,45.6,16.51,light,build_muscle,1,1686
62,female,173.6,58.7,19.48,sedentary,build_muscle,1,1737
35,female,163.9,51.5,19.17,light,maintain,3,1751
38,male,188.9,73.0,20.46,active,build_muscle,6,3430
46,male,181.1,76.5,23.33,moderate,lose,5,2362
62,female,174.9,65.6,21.44,sedentary,gain,1,1951
65,female,161.2,68.3,26.28,light,maintain,2,1711
61,male,182.1,74.2,22.38,moderate,build_muscle,3,2831
49,female,167.9,69.2,24.55,sedentary,build_muscle,1,1824
54,male,174.1,77.3,25.5,light,gain,3,2604
65,male,176.5,81.1,26.03,moderate,lose,3,2133
54,male,185.7,67.7,19.63,very_active,gain,7,3557
65,female,165.4,68.7,25.11,sedentary,maintain,1,1542
19,female,158.2,68.3,27.29,moderate,lose,3,1855
32,female,170.3,46.8,16.14,light,gain,1,2020
63,female,165.7,58.3,21.23,moderate,lose,3,1461
67,male,181.9,84.4,25.51,sedentary,build_muscle,0,2254
30,male,173.3,88.9,29.6,light,build_muscle,1,2798
25,female,161.4,68.4,26.26,light,gain,3,2360
42,male,184.2,80.3,23.67,sedentary,gain,0,2467
28,male,178.7,76.3,23.89,light,maintain,3,2486
44,female,170.4,92.7,31.93,moderate,lose,4,2103
18,male,174.9,66.1,21.61,very_active,lose,6,2956
22,female,150.6,71.6,31.57,light,build_muscle,1,2154
19,female,152.7,71.4,30.62,moderate,lose,3,1836
29,male,172.2,73.3,24.72,sedentary,gain,0,2412
41,female,167.7,47.9,17.03,light,lose,3,1208
65,male,180.3,58.0,17.84,light,build_muscle,1,2215
58,female,163.9,48.2,17.94,moderate,lose,3,1339
19,female,164.4,61.1,22.61,active,build_muscle,4,2717
28,male,172.7,85.7,28.73,sedentary,maintain,0,2181
48,male,167.9,79.0,28.02,active,maintain,6,2978
48,female,162.8,69.8,26.34,light,maintain,3,1897
48,male,160.9,77.1,29.78,moderate,lose,5,2172
60,male,189.9,81.0,22.46,light,build_muscle,1,2633
32,male,175.9,97.0,31.35,light,gain,2,3031
66,female,155.6,70.9,29.28,light,lose,3,1274
65,male,182.6,68.9,20.66,sedentary,lose,0,1412
28,male,177.0,74.4,23.75,light,build_muscle,1,2647
46,female,170.7,62.4,21.41,light,maintain,3,1881
39,female,174.8,70.1,22.94,light,build_muscle,3,2331
60,female,174.3,75.3,24.79,moderate,lose,4,1824
24,male,176.8,78.1,24.99,sedentary,maintain,1,2199
40,male,173.0,89.0,29.74,very_active,lose,7,3197
27,male,189.5,80.9,22.53,sedentary,gain,1,2600
54,male,182.2,63.8,19.22,active,lose,4,2256
41,male,150.3,86.7,38.38,moderate,build_muscle,3,2889
52,male,186.3,69.7,20.08,active,lose,5,2474
48,female,177.4,57.2,18.18,active,lose,5,1936
31,female,171.5,56.0,19.04,very_active,lose,6,2286
66,male,183.1,111.1,33.14,very_active,lose,5,3376
43,female,158.6,58.5,23.26,light,lose,2,1293
31,male,182.3,57.8,17.39,moderate,lose,3,2103
51,female,170.9,72.3,24.75,light,gain,2,2330
27,female,155.1,90.6,37.66,active,lose,5,2491
42,male,179.2,67.5,21.02,moderate,maintain,3,2608
66,female,155.5,59.6,24.65,sedentary,gain,1,1718
60,male,163.6,76.7,28.66,light,lose,1,1659
34,female,158.7,56.8,22.55,moderate,lose,4,1571
18,male,187.7,90.0,25.55,sedentary,maintain,1,2412
53,female,160.2,51.9,20.22,moderate,build_muscle,5,2093
20,female,155.5,54.2,22.41,moderate,build_muscle,5,2443
41,male,187.7,58.1,16.49,moderate,build_muscle,5,2807
40,male,170.8,64.8,22.21,light,build_muscle,1,2435
60,female,158.3,69.4,27.69,sedentary,maintain,1,1489
36,male,188.6,64.8,18.22,moderate,build_muscle,4,2917
33,female,171.2,59.8,20.4,light,gain,3,2361
67,female,164.3,55.7,20.63,moderate,maintain,4,1823
49,male,162.6,83.3,31.51,moderate,gain,3,2925
37,female,172.0,73.5,24.84,moderate,lose,4,1922
34,male,165.7,85.3,31.07,light,maintain,2,2408
28,male,174.3,81.7,26.89,moderate,build_muscle,5,3152
43,male,170.8,72.2,24.75,sedentary,gain,1,2271
27,female,161.2,49.7,19.13,light,build_muscle,1,1979
57,female,153.5,58.9,25.0,very_active,maintain,5,2263
53,male,190.1,109.7,30.36,sedentary,lose,0,1981
27,male,181.7,85.7,25.96,sedentary,maintain,1,2272
53,female,154.4,58.5,24.54,light,build_muscle,3,1863
65,female,168.4,61.6,21.72,light,build_muscle,2,2008
41,female,176.3,47.8,15.38,light,lose,3,1370
68,male,187.9,69.4,19.66,very_active,gain,7,3504
52,female,158.1,81.4,32.57,moderate,gain,5,2637
47,male,155.1,73.0,30.35,light,maintain,3,2192
22,female,167.1,61.0,21.85,moderate,maintain,3,2281
22,male,170.5,74.0,25.46,moderate,maintain,5,2799
63,male,169.1,68.0,23.78,moderate,lose,4,1910
39,female,170.5,65.2,22.43,light,maintain,3,2039
18,female,165.3,62.3,22.8,moderate,maintain,3,2250
64,male,169.6,88.4,30.73,moderate,build_muscle,3,2972
59,male,187.7,66.9,18.99,light,lose,2,1678
44,female,155.3,53.8,22.31,active,lose,5,1697
29,female,159.2,42.0,16.57,light,lose,2,1200
39,male,183.1,70.5,21.03,light,build_muscle,1,2571
61,male,172.6,81.6,27.39,very_active,maintain,5,3191
22,female,168.3,69.8,24.64,moderate,lose,3,1941
24,female,173.7,45.5,15.08,moderate,maintain,4,2073
50,male,160.2,90.3,35.19,sedentary,lose,0,1593
36,female,171.3,73.4,25.01,moderate,lose,3,1876
47,female,163.1,75.5,28.38,light,maintain,1,1911
39,male,176.1,83.2,26.83,very_active,maintain,6,3533
60,female,163.6,57.5,21.48,sedentary,maintain,1,1334
66,female,158.5,60.9,24.24,light,maintain,1,1546
45,female,172.5,53.9,18.11,light,lose,2,1341
37,female,150.7,63.3,27.87,light,gain,1,2065
37,male,175.6,92.8,30.1,moderate,lose,4,2514
52,male,196.6,81.9,21.19,light,lose,3,2182
65,female,167.2,42.0,15.02,light,gain,1,1728
24,male,171.1,78.2,26.71,sedentary,lose,0,1588
20,male,176.3,83.8,26.96,moderate,build_muscle,3,3203
60,male,181.9,53.4,16.14,very_active,build_muscle,5,2993
27,male,187.0,82.2,23.51,moderate,build_muscle,4,3295
31,female,172.5,57.1,19.19,active,maintain,4,2408
30,female,166.6,68.2,24.57,moderate,maintain,4,2292
62,male,176.5,69.2,22.21,moderate,lose,3,2021
22,female,173.0,67.0,22.39,active,lose,6,2342
36,female,157.4,61.0,24.62,moderate,lose,3,1539
23,male,186.2,61.6,17.77,sedentary,build_muscle,1,2275
24,female,164.5,65.0,24.02,light,lose,3,1585
46,female,158.1,62.1,24.84,moderate,gain,5,2375
67,male,177.7,87.0,27.55,moderate,build_muscle,4,2965
40,male,171.3,48.8,16.63,sedentary,lose,1,1239
32,male,178.1,83.8,26.42,moderate,maintain,4,2948
53,female,165.2,70.3,25.76,light,lose,1,1423
51,female,153.5,59.7,25.34,sedentary,build_muscle,1,1727
18,male,180.1,63.7,19.64,active,gain,4,3414
66,male,168.9,63.9,22.4,sedentary,maintain,1,1725
61,female,159.1,54.0,21.33,moderate,gain,5,2155
40,female,172.9,61.1,20.44,light,build_muscle,2,2117
36,male,174.3,70.8,23.3,very_active,build_muscle,5,3491
65,female,175.6,65.6,21.27,sedentary,maintain,0,1539
31,female,162.7,73.7,27.84,light,gain,2,2384
47,female,158.9,70.4,27.88,light,gain,1,2175
64,male,188.6,66.3,18.64,active,maintain,5,2768
59,female,160.6,73.3,28.42,light,maintain,2,1810
21,female,175.6,66.1,21.44,active,gain,6,3165
29,female,164.4,62.2,23.01,sedentary,maintain,0,1604
59,male,189.1,57.5,16.08,sedentary,maintain,1,1831
65,male,188.6,98.0,27.55,light,build_muscle,3,2835
61,male,173.9,79.9,26.42,sedentary,build_muscle,0,2160
23,female,157.2,84.8,34.32,sedentary,lose,0,1411
55,female,165.4,72.9,26.65,light,lose,2,1423
53,male,184.9,98.6,28.84,sedentary,lose,1,1867
62,female,170.4,79.7,27.45,active,build_muscle,6,2854
46,male,177.9,78.1,24.68,active,maintain,5,3055
46,female,164.2,57.0,21.14,active,build_muscle,6,2528
39,female,177.6,61.2,19.4,sedentary,lose,1,1200
68,male,160.0,84.3,32.93,moderate,lose,3,1987
56,female,171.1,61.7,21.08,moderate,maintain,3,2018
51,female,167.0,65.0,23.31,light,lose,3,1408
62,male,173.0,89.3,29.84,light,lose,3,2001
39,male,175.6,69.5,22.54,very_active,maintain,7,3284
37,male,163.3,95.2,35.7,light,lose,3,2116
50,female,169.7,74.7,25.94,light,lose,2,1492
53,female,165.0,71.4,26.23,sedentary,maintain,0,1610
19,male,159.4,84.8,33.37,sedentary,lose,1,1631
27,male,170.7,71.8,24.64,sedentary,lose,0,1533
27,male,168.7,46.7,16.41,very_active,maintain,6,2808
57,male,185.0,90.1,26.33,sedentary,gain,0,2505
18,male,187.7,58.0,16.46,sedentary,gain,1,2409
58,female,155.2,60.7,25.2,sedentary,build_muscle,0,1545
46,male,178.5,76.6,24.04,sedentary,lose,0,1542
62,male,185.6,91.5,26.56,sedentary,build_muscle,0,2400
56,female,171.5,49.6,16.86,sedentary,lose,1,1200
51,male,192.8,77.2,20.77,moderate,lose,3,2343
64,female,164.0,80.2,29.82,light,gain,3,2328
18,female,173.4,60.6,20.15,light,gain,2,2383
54,male,165.7,74.1,26.99,light,gain,2,2565
49,female,160.5,75.1,29.15,light,gain,1,2230
44,female,161.9,51.1,19.5,active,build_muscle,5,2403
47,female,159.3,64.8,25.54,moderate,maintain,3,2082
58,female,154.2,69.2,29.1,light,build_muscle,1,1968
55,male,181.3,73.0,22.21,sedentary,maintain,1,1943
28,female,164.3,54.0,20.0,light,lose,2,1443
45,female,150.4,71.5,31.61,light,gain,2,2178
63,female,162.4,54.0,20.47,sedentary,build_muscle,0,1549
49,female,169.0,63.8,22.34,sedentary,maintain,1,1545
39,female,156.9,59.8,24.29,active,lose,5,1771
19,male,168.1,80.4,28.45,sedentary,lose,0,1731
68,female,154.9,61.1,25.46,moderate,gain,3,2157
68,female,150.5,42.0,18.54,sedentary,maintain,0,1200
19,female,158.1,54.2,21.68,light,lose,2,1438
51,male,165.1,77.0,28.25,active,build_muscle,5,3134
68,male,179.2,78.6,24.48,light,gain,2,2525
32,male,171.2,67.4,23.0,active,maintain,4,2899
38,female,145.9,52.2,24.52,active,maintain,6,2051
36,male,174.6,54.9,18.01,sedentary,gain,1,2144
37,male,183.8,75.5,22.35,sedentary,gain,1,2473
41,male,158.9,82.2,32.56,sedentary,maintain,0,1889
35,male,168.5,67.7,23.84,moderate,lose,5,2150
38,male,180.0,74.2,22.9,active,maintain,5,3118
53,female,173.3,74.6,24.84,light,lose,3,1590
59,male,173.9,92.4,30.55,moderate,build_muscle,3,3013
22,female,152.1,68.4,29.57,sedentary,lose,0,1200
66,male,171.2,85.4,29.14,sedentary,lose,0,1425
59,female,163.4,67.2,25.17,light,lose,1,1234
28,female,174.5,79.0,25.94,light,lose,3,1824
48,male,174.4,84.8,27.88,sedentary,lose,0,1600
38,female,155.4,73.1,30.27,light,maintain,2,1876
53,female,163.5,69.7,26.07,sedentary,lose,1,1200
40,male,172.9,59.6,19.94,light,build_muscle,1,2306
58,male,178.8,75.6,23.65,moderate,maintain,3,2539
66,male,170.4,68.7,23.66,light,lose,1,1525
56,female,156.8,79.1,32.17,moderate,lose,3,1706
42,male,180.4,55.8,17.15,active,lose,6,2311
55,male,169.3,81.1,28.29,sedentary,maintain,1,1924
50,male,177.2,76.3,24.3,active,build_muscle,4,3138
47,female,163.0,77.9,29.32,sedentary,maintain,1,1712
22,male,163.6,58.0,21.67,active,maintain,4,2799
46,female,157.7,52.5,21.11,sedentary,lose,0,1200
45,male,175.6,63.5,20.59,light,gain,2,2509
27,female,148.1,61.0,27.81,active,build_muscle,4,2609
58,male,175.6,56.3,18.26,sedentary,build_muscle,1,1943
47,male,179.5,87.7,27.22,moderate,lose,5,2433
22,female,162.5,56.7,21.47,sedentary,gain,0,1960
44,female,164.7,63.8,23.52,active,gain,5,2749
64,female,150.5,65.6,28.96,sedentary,lose,0,1200
59,male,184.7,92.1,27.0,active,maintain,6,3302
68,female,164.6,84.2,31.08,sedentary,lose,1,1200
41,male,178.5,69.2,21.72,moderate,lose,5,2189
44,female,166.3,72.9,26.36,light,lose,2,1559
61,female,171.4,53.0,18.04,light,maintain,1,1587
40,female,158.3,53.5,21.35,light,gain,1,1941
56,male,190.9,66.0,18.11,moderate,build_muscle,5,2913
68,male,179.4,95.2,29.58,sedentary,maintain,0,2130
54,male,175.4,106.3,34.55,moderate,lose,3,2593
49,female,171.4,75.0,25.53,moderate,maintain,4,2270
54,male,173.9,68.1,22.52,moderate,lose,5,2083
27,female,170.5,42.8,14.72,sedentary,lose,0,1200
33,female,163.5,63.3,23.68,sedentary,maintain,0,1565
19,male,180.0,77.3,23.86,sedentary,gain,0,2555
45,male,179.6,94.0,29.14,sedentary,maintain,1,2229
41,female,164.9,74.2,27.29,moderate,maintain,5,2311
49,male,169.3,74.6,26.03,moderate,build_muscle,4,2822
45,male,171.8,59.2,20.06,light,build_muscle,2,2342
66,female,162.8,73.4,27.69,light,lose,3,1366
47,male,170.7,84.1,28.86,moderate,maintain,4,2718
31,female,174.3,59.3,19.52,moderate,maintain,5,2283
50,male,167.1,81.3,29.12,light,gain,2,2651
34,male,166.6,58.7,21.15,light,build_muscle,2,2304
20,male,174.2,87.3,28.77,sedentary,lose,0,1803
42,male,184.8,79.8,23.37,active,gain,4,3443
29,female,165.3,84.7,31.0,moderate,maintain,5,2564
24,male,180.2,79.5,24.48,very_active,maintain,5,3623
49,female,155.7,75.7,31.23,sedentary,maintain,1,1613
20,female,160.5,60.5,23.49,light,lose,2,1516
48,female,150.2,77.3,34.26,active,build_muscle,4,2666
60,male,176.5,82.3,26.42,light,maintain,2,2361
68,male,170.1,61.7,21.32,sedentary,lose,0,1200
18,female,166.0,53.9,19.56,sedentary,maintain,1,1656
37,male,179.2,71.2,22.17,active,build_muscle,4,3255
31,female,170.4,71.9,24.76,moderate,maintain,3,2401
60,male,182.7,87.1,26.09,active,lose,6,2737
33,male,175.8,66.6,21.55,moderate,build_muscle,4,2851
21,female,163.0,59.7,22.47,light,lose,1,1403
46,female,148.7,45.7,20.67,moderate,lose,5,1224
59,female,169.9,51.7,17.91,sedentary,maintain,1,1388
44,male,167.6,81.0,28.84,active,lose,6,2599
41,male,174.9,86.4,28.24,moderate,build_muscle,4,3099
37,female,171.2,70.6,24.09,light,gain,3,2390
48,male,169.6,93.0,32.33,very_active,maintain,7,3561
35,female,159.1,73.4,29.0,sedentary,build_muscle,1,1923
54,male,183.7,108.5,32.15,sedentary,lose,1,1938
67,male,186.6,58.7,16.86,active,gain,4,2905
63,female,157.1,60.4,24.47,moderate,maintain,3,1867
58,female,170.5,63.3,21.77,moderate,lose,5,1706
41,female,163.2,75.7,28.42,light,maintain,3,2031
34,male,181.2,85.0,25.89,moderate,lose,3,2496
34,male,183.9,69.7,20.61,very_active,maintain,6,3368
21,female,162.5,78.4,29.69,light,lose,2,1723
38,female,166.2,67.7,24.51,light,build_muscle,1,2174
53,male,176.8,69.4,22.2,sedentary,gain,1,2228
20,male,184.0,65.4,19.32,sedentary,lose,1,1630
57,male,181.8,58.7,17.76,active,lose,4,2144
19,male,169.4,72.2,25.16,sedentary,build_muscle,1,2328
23,male,186.6,59.8,17.17,very_active,build_muscle,5,3547
33,male,179.2,68.4,21.3,light,lose,1,1870
33,male,172.8,69.4,23.24,active,build_muscle,5,3176
32,male,178.7,79.2,24.8,moderate,maintain,5,2946
19,female,154.2,54.5,22.92,active,maintain,6,2364
38,female,171.3,64.7,22.05,light,maintain,1,1876
28,female,170.8,64.8,22.21,light,maintain,1,1957
32,female,152.6,78.5,33.71,very_active,gain,7,3291
63,female,173.8,66.4,21.98,light,lose,2,1339
64,female,156.1,66.9,27.45,light,lose,2,1200
28,female,180.8,73.6,22.52,moderate,maintain,3,2591
42,male,167.1,92.5,33.13,sedentary,build_muscle,0,2334
23,female,157.1,54.7,22.16,sedentary,lose,1,1200
29,female,163.8,72.4,26.98,light,lose,1,1534
36,male,168.8,46.4,16.28,active,lose,4,1984
22,male,176.9,65.8,21.03,moderate,maintain,4,2679
27,male,173.5,67.8,22.52,moderate,lose,3,2180
50,female,166.2,51.0,18.46,active,lose,4,1672
33,male,177.4,91.9,29.2,moderate,lose,3,2499
29,female,160.3,46.1,17.94,sedentary,maintain,0,1419
36,male,179.2,53.4,16.63,moderate,lose,5,2033
51,female,153.1,66.3,28.29,light,gain,3,2099
51,female,151.6,69.1,30.07,active,lose,4,1791
22,male,169.8,68.7,23.83,light,maintain,2,2308
38,male,180.5,54.4,16.7,sedentary,gain,0,2139
55,female,165.9,45.3,16.46,moderate,lose,3,1336
34,female,174.7,50.7,16.61,light,build_muscle,2,2067
44,male,181.8,73.6,22.27,sedentary,maintain,0,1985
42,female,165.2,79.9,29.28,sedentary,lose,1,1291
48,male,182.5,80.8,24.26,light,maintain,1,2411
21,female,162.8,70.6,26.64,light,lose,2,1628
57,female,153.5,66.8,28.35,light,lose,3,1217
45,female,155.6,63.3,26.14,moderate,gain,5,2406
27,male,183.1,70.8,21.12,moderate,maintain,5,2832
23,male,172.7,68.2,22.87,sedentary,lose,0,1513
30,male,171.4,80.2,27.3,moderate,build_muscle,4,3043
18,male,174.2,83.8,27.62,sedentary,gain,0,2559
47,male,180.1,72.0,22.2,moderate,lose,5,2157
48,female,166.8,71.2,25.59,moderate,build_muscle,5,2515
58,female,158.6,51.4,20.43,moderate,build_muscle,5,2031
32,male,175.2,81.5,26.55,light,build_muscle,2,2699
64,female,165.3,62.8,22.98,moderate,build_muscle,4,2235
68,male,178.8,82.3,25.74,light,lose,1,1878
44,female,162.7,51.5,19.46,light,lose,1,1200
67,male,162.4,65.3,24.76,light,build_muscle,1,2192
48,female,169.3,61.7,21.53,light,lose,2,1401
55,female,157.4,65.6,26.48,sedentary,lose,0,1200
28,female,155.3,54.5,22.6,active,lose,4,1787
49,female,162.1,83.4,31.74,moderate,gain,3,2639
18,male,174.0,76.6,25.3,light,build_muscle,3,2761
60,female,150.9,60.2,26.44,active,lose,4,1556
20,male,164.8,60.1,22.13,sedentary,lose,1,1446
55,female,155.7,57.6,23.76,sedentary,maintain,0,1400
47,male,171.1,69.8,23.84,moderate,gain,3,2813
20,female,163.1,55.2,20.75,sedentary,maintain,1,1627
50,female,159.5,78.0,30.66,active,maintain,4,2515
31,female,150.0,63.4,28.18,sedentary,lose,0,1200
24,male,180.2,75.9,23.37,moderate,lose,4,2416
45,female,154.5,42.0,17.6,moderate,gain,5,2118
63,female,165.0,75.1,27.58,sedentary,lose,0,1200
42,female,164.8,68.0,25.04,moderate,lose,5,1838
46,female,167.2,70.3,25.15,very_active,maintain,6,2845
18,male,172.5,81.3,27.32,light,lose,2,2088
20,male,180.4,69.6,21.39,moderate,build_muscle,3,3028
58,male,167.8,68.4,24.29,moderate,lose,3,1924
67,female,166.7,51.4,18.5,sedentary,lose,1,1200
45,male,172.8,78.6,26.32,sedentary,build_muscle,1,2204
20,female,162.7,65.0,24.55,moderate,build_muscle,3,2463
56,female,165.3,42.0,15.37,active,lose,5,1436
59,female,170.7,46.8,16.06,moderate,maintain,4,1808
32,male,185.8,89.6,25.95,light,maintain,1,2639
52,female,166.5,50.3,18.14,light,maintain,3,1662
67,female,153.4,60.1,25.54,very_active,lose,7,1809
67,female,166.8,68.4,24.58,very_active,maintain,6,2571
61,male,186.5,65.5,18.83,sedentary,maintain,0,1838
65,male,175.4,68.1,22.14,light,lose,1,1608
41,male,173.0,100.6,33.61,light,maintain,3,2747
22,male,192.2,73.2,19.82,active,lose,4,2899
29,female,167.8,72.1,25.61,sedentary,gain,1,2167
48,male,172.8,66.9,22.4,sedentary,gain,1,2230
64,female,174.4,87.2,28.67,active,gain,4,3054
28,male,178.9,82.1,25.65,active,maintain,5,3346
19,female,162.3,57.1,21.68,moderate,lose,5,1815
31,female,167.8,76.3,27.1,light,maintain,3,2262
60,male,186.3,96.7,27.86,moderate,maintain,4,2962
30,female,164.5,61.2,22.62,sedentary,maintain,0,1676
44,female,161.7,63.0,24.09,light,maintain,1,1763
56,male,162.5,73.2,27.72,moderate,maintain,5,2514
25,female,162.7,61.0,23.04,active,lose,5,2032
36,female,166.2,64.3,23.28,active,gain,4,2781
35,male,162.1,68.8,26.18,sedentary,maintain,0,1868
37,female,162.5,51.8,19.62,sedentary,lose,0,1200
41,male,160.3,102.7,39.97,moderate,lose,3,2552
54,male,179.4,98.7,30.67,sedentary,lose,0,1779
53,female,154.8,60.2,25.12,light,build_muscle,2,1879
23,female,160.0,55.7,21.76,sedentary,lose,0,1200
41,female,168.0,58.7,20.8,sedentary,build_muscle,0,1784
39,male,181.7,92.4,27.99,moderate,build_muscle,5,3338
28,male,167.7,74.2,26.38,moderate,lose,4,2191
61,male,169.7,74.5,25.87,moderate,gain,3,2763
31,female,163.2,54.7,20.54,active,lose,4,1825
55,female,155.2,70.6,29.31,light,maintain,1,1733
18,female,157.8,74.1,29.76,sedentary,lose,0,1317
59,male,157.7,59.6,23.97,sedentary,gain,0,1958
61,male,175.8,49.4,15.98,light,lose,1,1418
63,male,185.5,88.9,25.84,light,lose,2,2045
41,male,186.1,69.9,20.18,moderate,gain,4,3098
58,male,180.8,86.2,26.37,sedentary,gain,0,2313
21,female,164.1,62.8,23.32,sedentary,gain,0,2052
51,female,161.2,74.0,28.48,active,lose,5,2048
68,female,173.7,63.3,20.98,light,lose,1,1246
30,female,160.9,54.8,21.17,light,lose,1,1256
19,male,177.1,79.6,25.38,light,build_muscle,3,2798
25,male,175.1,88.4,28.83,light,lose,3,2180
19,female,162.4,88.5,33.56,sedentary,build_muscle,1,2292
66,male,193.9,68.1,18.11,active,maintain,6,2958
27,male,170.7,87.2,29.93,moderate,maintain,5,2971
18,female,158.5,63.8,25.4,moderate,gain,4,2625
58,male,190.5,55.6,15.32,moderate,maintain,3,2409
48,female,152.6,46.7,20.05,light,build_muscle,2,1697
49,female,163.9,66.9,24.9,sedentary,lose,0,1200
44,male,179.6,69.5,21.55,light,build_muscle,1,2573
63,female,175.7,74.8,24.23,sedentary,lose,1,1272
55,male,155.3,97.6,40.47,moderate,build_muscle,3,3020
23,male,186.1,83.8,24.2,light,maintain,1,2577
48,male,172.3,61.0,20.55,moderate,gain,3,2742
68,male,171.9,66.1,22.37,sedentary,maintain,1,1732
45,male,169.8,47.3,16.41,moderate,maintain,3,2158
60,male,176.6,74.7,23.95,sedentary,gain,0,2238
31,male,178.2,86.3,27.18,sedentary,maintain,0,2247
41,male,178.5,57.3,17.98,light,gain,1,2380
28,male,175.0,76.3,24.91,light,maintain,3,2493
66,male,169.0,78.8,27.59,light,maintain,3,2205
35,male,173.1,56.0,18.69,active,maintain,6,2812
46,female,153.7,83.7,35.43,light,maintain,2,2104
29,female,153.4,50.4,21.42,light,lose,1,1232
30,male,169.6,65.5,22.77,light,build_muscle,3,2533
68,male,170.1,49.7,17.18,sedentary,gain,0,1788
21,male,173.0,59.9,20.01,sedentary,lose,0,1441
33,male,172.8,74.7,25.02,light,lose,2,1903
20,male,179.8,53.2,16.46,sedentary,build_muscle,0,2153
